,questions,types
54573,What years did Representative Frank A. Oliver serve?,0
54574,Name the record for october 11,0
54575,Name the score with record of 68-66,0
54576,Name the record for august 28,0
54577,What was the score for Leo Diegel?,0
54578,What is the name of the player with a To par of –4?,0
54579,What was the surface for the game that was played with partner Tiya Rolle?,0
54580,"What is the final score for the game played on January 10, 2011 with partner Mashona Washington?",0
54581,What was the outcome for the game that was played on 07-Jun-2010?,0
54582,What is the score for the game that was played on 29-Jun-2009?,0
54583,What was the surface for the game that was played on 12-Apr-2005?,0
54584,What points has james allen as the skipper?,0
54585,What is the name of the yacht where 12 is the overall place?,0
54586,Which skipper has a combine elapsed time of 174d 01h 11m 59s?,0
54587,Which skipper has barclays adventurer as the name of the yacht?,0
54588,What is the overall place that has 170d 11h 31m 10s as the combined elapsed time?,0
54589,"What was the senior status for the judge who was terminated because of death, with a Chief Judge entry of —?",0
54590,What is the location of Classification of T12?,0
54591,What is the fastest time for athlete Jason Smyth?,0
54592,"What was the final of play No. 2, Alzira Ricardo B.?",0
54593,What was the No. 10 team that has No. 8 of Diana?,0
54594,Name the total number of years for chassis of ensign n175,3
54595,What was the Blue Jays lowest attendance when their record was 52-48?,2
54596,What is the result when you play at home against Pride,0
54597,What is the result of games played at frontier field,0
54598,What days were games played at Hofstra Stadium?,0
54599,What Field was played at in an away game against the bayhawks?,0
54600,What is the score of the game played on February 18?,0
54601,Who was the home team that played against the Boston Bruins on January 11?,0
54602,Name the sum of year for olimpija ljubljana with height less than 2.04,4
54603,Name the position with height of 2.09,0
54604,What was the attendance at the ballpark during the game where the Blue Jays had a record of 26-35 during the 1996 season?,3
54605,What nominated work received a tony award in 2009?,0
54606,What result in the table is from the year 2012?,0
54607,Name the 2011 with 2010 of 2r,0
54608,Name the 2012 when 2011 is qf,0
54609,Name the 2012 for 2011 being 1r,0
54610,Name the 2012 for 2011 being qf,0
54611,Name the 2008 for 2012 f,0
54612,"What is the location of the match on February 29, 2012?",0
54613,"What is the score of the match on November 15, 2011?",0
54614,How many races were in the Mallala Motor Sport Park circuit?,3
54615,"What was the first race in Launceston, Tasmania?",2
54616,Name the 2nd leg for team 1 of hamburg,0
54617,Name the role for mono studio and title of paradise canyon,0
54618,Name the title for marion burns leading lady and role of john mason,0
54619,Name the role for studio of rep with sheila mannors leading lady and title of westward ho,0
54620,Name the studio for john scott,0
54621,What is the amount of 000s from 1996?,4
54622,What was the amount of 000s when Germany had 16.6?,0
54623,Name the average concacaf for merconorte larger than 0 and player of jared borgetti,5
54624,Name the least merconorte for interliga of 2 and matches more than 260 with superliga more than 7,2
54625,"What was the outcome for the match that ended in a score of 5–7, 6–4, [10–7]?",0
54626,"What was the surface of the match that ended in a score of 5–7, 6–4, [10–7]?",0
54627,Who were the opponents in the match or matches that ended in a score of W/O?,0
54628,What kind of Chassis supports a Maserati Straight-6 engine with Points greater than 0 and built in the year 1955?,0
54629,What kind of Chassis supports an Equipe Gordini Entrant?,0
54630,"What kind of Entrant has a Maserati Straight-6 Engine, built in the year 1958 or early, and has a Maserati 250f Chassis with points less than 4?",0
54631,What is the average year for Maserati Straight-4 Engines?,5
54632,Name the sum of ERP W for class of d and frequency mhz of 98.7,4
54633,"Name the ERP W with a frequency mhz more than 93.3 and city license of washington, georgia",0
54634,Which record has a result of loss in the Hero's 3 event?,0
54635,Which event led to a 4-0 record?,0
54636,Which location led to a 10-3 record?,0
54637,"In the match against Masahiro Oishi, what was the record?",0
54638,What is the fewest number of points for clubs with less than 2 draws and more than 8 matches played?,2
54639,What is the fewest drawn matches for teams with 2 points and fewer than 6 losses?,2
54640,What is the most number of losses for Quetta Zorawar?,1
54641,What is the sum of the drawn values for teams with 2 losses?,4
54642,which round has a margin of 178?,0
54643,Name the average total for gold less than 1 and rank less than 5,5
54644,"Name the sum of silver when total is mor ethan 1, bronze is 1 and gold is les than 0",4
54645,Name the most gold when bronze is more than 0 and rank is more than 5 with total more than 2,1
54646,"Name the average bronze with silver more than 0, total of 6 and gold more than 0",5
54647,Name the sum of total with gold more than 1 and bronze more than 0,4
54648,What country did Jonas Geirnaert direct a film in?,0
54649,What Nominating Festival took place in Germany?,0
54650,What is the category of the film made in Switzerland?,0
54651,What film was directed by Sandro Aguilar?,0
54652,Name the language that has number of 14,0
54653,Name the number which has language of other,0
54654,Tell me the average goals for losses of 19 and goals against more than 59,5
54655,Name the average position when the goals against are more than 42 and draws less than 16 with goals of 44,5
54656,Which regular season was 2013 in?,0
54657,What year did the team make conference semifinals?,3
54658,"What's the name of a subdivision in Denmark ranked less than 24 with an area greater than 1,420,968?",0
54659,"What's the smallest area in Russia that is ranked 23 with a population more than 522,800?",2
54660,On the date of June 8 what was the record?,0
54661,On the date of June 15 what was the score?,0
54662,What College/junior/club had a player of United States nationality drafted by the Toronto Maple Leafs?,0
54663,What is the college/junior/club team of the defence player drafted by the New York Rangers?,0
54664,What is the rank of the cadillac northstar lmp02 chassis?,0
54665,What is the entrant for the audi 3.6l turbo v8 engine and ranked 3rd with 163 points?,0
54666,"What is the rank with more than 123 points, an audi r8 chassis, and a lmp900 class?",0
54667,What is the engine for the bmw motorsport entrant with 123 points before 2004?,0
54668,Which points have a Combined elapsed time of 175d 20h 46m 04s?,0
54669,Which yacht name has a Combined elapsed time of 179d 11h 58m 14s?,0
54670,Which skipper has 78 points?,0
54671,"Which points have an Overall place of 9=, and a Skipper of nick fenton?",0
54672,Which Overall place has a Yacht name of lg flatron?,0
54673,Which Combined elapsed time has a Skipper of stephen wilkins?,0
54674,"Before the year 1988, what is the lowest number of points that entrant Coloni SpA scored?",2
54675,Which chassis used by the entrant Automobiles Gonfaronnaises Sportives scored 0 points?,0
54676,Who was the entrant before 1988?,0
54677,Which engine was used in 1987?,0
54678,What league did they play in 2001?,0
54679,"What open cup did they play in when they finished 2nd, northeast in the reg. season?",0
54680,"What is the week with a date of October 9, 1983, and attendance smaller than 40,492?",3
54681,What is the lowest attendance with week 14?,2
54682,Where did the Oakland Raiders play in week 12 of their 1976 season?,0
54683,How many years did Barclay Nordica Arrows BMW enter with Cosworth v8 engine?,4
54684,How many years did barclay nordica arrows bmw enter with a bmw str-4 t/c engine with less than 1 point?,4
54685,How many years was ensign n180b a Chassis with 4 points?,4
54686,What is the division record for the Indians?,0
54687,What is the overall record of Indian River?,0
54688,What was the season outcome of Lake Forest?,0
54689,How many Deciles are coed?,3
54690,Which is the lowest Decile that is coed?,2
54691,What are the years for Kawerau Putauaki School?,0
54692,What is the round or race of the winning driver Charles Hollings and what was his pole position?,0
54693,What was the earliest year in which long jump was performed in the world indoor Championships in 5th position?,2
54694,"What was the latest year in which she took 4th position in Budapest, Hungary?",1
54695,Which astronaut went on the Apollo 16 mission at the age of 36y 6m 18d to step on the moon?,0
54696,David Scott went on which mission?,0
54697,The astronaut who was 37y 8m 4d when making a first step on the moon was in which service?,0
54698,Pete Conrad was on the Apollo 12 mission but also had what Lunar EVA dates?,0
54699,The Apollo astronaut who was 38y 9m 7d when first stepping on the moon is who?,0
54700,Which class has a year prior to 2011 and audi r15 tdi as the chassis?,0
54701,Which engine has a year later than 2006 and 60 as the points?,0
54702,How many years has an engine of audi 3.6l turbo v8 and 1st as the rank with an audi r8r as the chassis?,3
54703,Which entrant has 25th as the rank?,0
54704,What is the average year Rich Beem had a to par less than 17?,5
54705,What is the earliest year won with a total bigger than 156?,2
54706,What is the total for Bob Tway for the year won before 2002 with a to par bigger than 7?,3
54707,What is the to par for Paul Azinger from the United States after 1986 for a total bigger than 145?,3
54708,What is the earliest year won Paul Azinger had with a to par higher than 5?,2
54709,What is the year won by Australia with a to par bigger than 16?,3
54710,What is the Lifespan when the Representative is Theodore F. Kluttz?,0
54711,What week's game had a result of l 35–37?,0
54712,What year was trio brdeact wind allass the entrant?,0
54713,What is the year when kurtis kraft 500f was the chassis?,4
54714,What is the earliest year when the points were more than 0?,2
54715,What's the school name in Balclutha that has a Decile of 7 and a roll larger than 186?,0
54716,Which school in Balclutha has a roll smaller than 55?,0
54717,When has winnipeg jets with a Score of 4–6?,0
54718,When is Edmonton Oilers in?,0
54719,What is the Score that has a Winnipeg Jets as Visitor on april 7?,0
54720,What is the Score on April 6?,0
54721,When has a Record of 1–0?,0
54722,What is the LLWS when the Year is 2003?,0
54723,What is the earliest Year when the City is Peabody?,2
54724,"What is the total number of Years when the LLWS is 4th place, and when the City is Westport?",3
54725,What team has Pony as the kit manufacturer and Gary Mabbutt as the captain?,0
54726,Who is the manager 1 for Leeds United?,0
54727,What is the team with a Pony kit manufacturer and Julian Dicks as the captain?,0
54728,What team has a kit manufacturer of Umbro and Eric Cantona as captain?,0
54729,Who is the manager 1 with Puma as the kit manufacturer and Puma as the shirt sponsor?,0
54730,What is the kit manufacturer with Walkers as the shirt sponsor?,0
54731,Name the average points for dallara 3087 lola t88/50 and year before 1988,5
54732,Name the sum of points for 1992,4
54733,Name the points for year more than 1987,0
54734,Name the year for points less than 20 and chassis of dallara 3087,0
54735,What is the most apps that a has a total season and 3 goals?,1
54736,What is the final number of apps with 2 goals?,3
54737,What date did the episode with a weekly ranking of 14 air?,0
54738,What is the total number of total viewers with a share of 18.8% and a weekly ranking under 16?,3
54739,Who has 37 grids?,0
54740,What is the average grid with more than 23 laps?,5
54741,What is the average grid with more than 23 laps?,5
54742,What is the average decile for te puru school?,5
54743,"What is the total decile with an Area of whitianga, and a Roll smaller than 835?",4
54744,Which name has an Area of kennedy bay?,0
54745,"Which years have a Decile larger than 4, and an Area of thames?",0
54746,"Which Authority has a Decile smaller than 6, and an Area of opoutere?",0
54747,"Which gender has Years of 1–8, an Authority of state, a Roll less than 184, and a Name of matatoki school?",0
54748,What was the tournament that resulted in a winning score of –4 (71-72-72-69=284)?,0
54749,What was the winning score of the event where Brian Kamm was the runner-up?,0
54750,Who was the runner-up for the event that ended with a winning score of –15 (66-67-70-70=273)?,0
54751,On what date was the Nike Colorado Classic held?,0
54752,What was the winning score of the Buy.com Siouxland Open?,0
54753,"What is the total with lower than rank 8, and higher than 27.6 score and 13.8 difficulty?",2
54754,What is the average medal total of the country who had 0 silver medals and participated in less than 15 games?,5
54755,"What is the least Points with Chassis of forti fg01b forti fg03, and a year less than 1996?",2
54756,"What is the lowest year for an engine of ford zetec-r v8, and points greater than 0?",2
54757,What are the average points for an engine of ford zetec-r v8?,5
54758,Name the years for elsthorpe school,0
54759,Name the total number of roll for st joseph's school when decile is less than 5,3
54760,Name the years for porangahau school,0
54761,Name the gender for elsthorpe school,0
54762,Name the drivers for chassis of season cancelled,0
54763,Name the teams for third points of season cancelled,0
54764,Name the engine with rounds of 11 and teams of 25,0
54765,What was the score for the loss of McDowell (12-7)?,0
54766,"What was the score for the game with an attendance greater than 33,658 and a record of 73-66?",0
54767,What is the total laps for the year 2011?,4
54768,Which team is in 9th place?,0
54769,What is the total of the Divison that is from the country Serbia and Montenegro with apps smaller than 12 with more goals than 0?,4
54770,What is the total number of goals that the Partizan team from the country of serbia had that was larger than 1?,4
54771,What year was the Honda ra168e 1.5 v6 t engine used?,0
54772,What tyres were used with the mp4/14 chassis?,0
54773,How many tickets were there sold/available in Barcelona?,0
54774,"How many tickets were sold/available when the gross revenue (2011) was $366,916?",0
54775,"How many tickets were sold/available when the gross revenue (2011) was $5,948,390?",0
54776,"What was the gross revenue (1986) when there were tickets sold/available of 24,000 / 24,000 (100%)?",0
54777,What was the score in the 1st leg when Stade d'Abidjan was Team 2?,0
54778,What was the aggregate score that had Union Douala as Team 1?,0
54779,What was the 2nd leg score of the aggregate score of 4-9?,0
54780,Who was Team 2 when Stationery Stores was Team 1?,0
54781,Which Team 1 has an aggregate score of 1-1 1?,0
54782,Can you tell me the Chassis that has the Year of 1977?,0
54783,"Can you tell me the Entrant that has the Chassis of march 742, and the Year larger than 1974?",0
54784,Can you tell me the Chassis that has the Entrant of trivellato racing team?,0
54785,"Can you tell me the Chassis that has the Points of 13, and the Year of 1975, and the Entrant of scuderia citta del mille?",0
54786,What is the lowest value of a team with revenue less than 374 and a debt of 84%?,2
54787,"What is the highest operating income that change by 2% and is less than $1,036m?",1
54788,Which team did they play on September 19?,0
54789,"What's the FCC info with a Frequency MHz thats smaller than 91.9 and has a CIty of license of Dansville, NY?",0
54790,"What's the FCC info with a Frequency MHz thats smaller than 100.3 and a City of License as Lowville, NY?",0
54791,What's the Call sign with a Frequency MHz thats smaller than 95.9 and an ERP W of 10?,0
54792,What is listed as the highest ERP W with a Call sign of W262AC?,1
54793,What's the sum of ERP W with a Frequency MHz that larger than 97.7?,3
54794,What was the score of the game played on September 9?,0
54795,Name the overall record for indian river,0
54796,"What was E.J. ""Dutch"" Harrison's lowest To Par?",2
54797,How much money was won for the game with a score of 74-76-71-71=292?,0
54798,What country was the player from with a score of 70-79-74-68=291?,0
54799,"When To par was less than 2, what was the score?",0
54800,When was the match with a result of sa by 10 wkts?,0
54801,When was the match with a result of sa by 10 wkts?,0
54802,When was there a match in Centurion Park?,0
54803,Name the finish which has qual of 144.817,0
54804,Name the qual for rank of 9,0
54805,Name the qual for 1957,0
54806,What shows as the status for the name of de la red?,0
54807,"What country has a Transfer fee of —, and a Transfer window of summer, and the Status of loaned out, and a Name of gonzález?",0
54808,What shows as the status for Diogo?,0
54809,What is the name when the country is ESP and the transfer fee is € 7m?,0
54810,What is the transfer window for the country of ESP and the name of de la red?,0
54811,What is the transfer fee of Diogo?,0
54812,"What was the record at the game that had an attendance over 27,623 and a score of 0–7?",0
54813,What was the lowest attendance at a game that had a loss of lohse (12–11)?,2
54814,What was time of the game against the Royals with a record of 81–73?,0
54815,What is the average year of Maja Pohar's Women's singles matches?,5
54816,Which round has a Kick Off of 1992-10-01 21:15?,0
54817,Which round has a Kick Off of 1993-02-17 20:30?,0
54818,What is the sum of Mpix with a maximum fps HDRX of less than 12 with a width larger than 5120?,4
54819,What is the lowest maximum of fps with a width of 3072 and a height less than 1620?,2
54820,What is the maximum fps HDRx with a height larger than 1080 with a compression at 24 fps of 6:1 with a compression at maximum fps of at least 7:1?,0
54821,Who got the loss on the game that ended in a 52-36 record?,0
54822,Who got the loss for the game ending in a record of 55-41?,0
54823,Which team opponent had a loss with their pitcher Dotson (8-6)?,0
54824,What is the average 2006 value for wheat with a 2005 value greater than 7340?,5
54825,"What is the average 2002 value for Sunflower, which had a 2010 value less than 5587 and a 2007 value greater than 546?",5
54826,"What is the average 2001 value with a 2010 value greater than 414, a 2011 value of 7192, and a 2005 value larger than 7340?",5
54827,What is the 2006 value with a 2011 value greater than 4113 and a 2008 value less than 7181?,4
54828,"Name the gamecenter that has attendance of 65,212",0
54829,"Name the gamecenter with attendance of 78,551",0
54830,"Name the tv time for attendance of 69,551",0
54831,what is the smallest number of laps imre toth has?,2
54832,what is the smallest number of laps marco simoncelli has with grid less than 8 and gilera as the manufacturer?,2
54833,Who was the away captain at Brisbane Cricket Ground?,0
54834,Who was the home captain at Sydney Cricket Ground?,0
54835,On what date was the venue at Brisbane Cricket Ground?,0
54836,Who was the away captain at Waca Ground?,0
54837,On what date was the venue at Brisbane Cricket Ground?,0
54838,What was the score for the game on June 30?,0
54839,What CD has a catalog # of PCR 502?,0
54840,What CD was released in 2009?,0
54841,"What is the highest Division when the playoffs were the quarter finals, with a Regular Season of 5th?",1
54842,What is the year when they did not qualify for the playoff and the Regular Season shows as 10th?,3
54843,"What shows for Playoffs when the Open Cup shows as did not qualify, and a Regular Season was 3rd, south atlantic?",0
54844,"What is the highest points value for 1962, in the 125cc class, and with 0 wins?",1
54845,What is the highest points value for the 500cc class in years after 1962 with 0 wins?,1
54846,"For Team AJS, what is the total number of points for drivers with 0 wins?",3
54847,Which year had 0 points and an AGS JH23B chassis?,0
54848,How many points does the year after 1986 with a AGS JH23B chassis have?,0
54849,How many points did the Tyrrell Racing Organisation have?,0
54850,"September 23, 1973 landed on which week of the season?",0
54851,What's the lowest Gold if the Rank is over 4 but the Total is less than 1?,2
54852,What's the highest bronze with a less than 1 Rank?,1
54853,What's the average total if the Bronze is 5 and the Silver is less than 4?,5
54854,"How many Votes, when the Residence is Halifax?",0
54855,"What is the Riding, when the Rank is 4th?",0
54856,"What is the lowest number of Votes, when the Candidate's Name is Trevor Ennis?",2
54857,"What is the Candidate's Name, when the Votes are 513?",0
54858,"What is the Occupation, when the Candidate's Name is Trevor Ennis?",0
54859,Name the most cuts made with top-25 more than 4 and top 5 of 1 with wins more than 0,1
54860,Name the top-25 with wins less than 1 and events of 12,4
54861,"Who was the away team when the attendance was 7,891?",0
54862,"What was the score of the game when the attendance was 1,644?",0
54863,Who was the away team when the home team was Lincoln City?,0
54864,What was the score of the game when the home team was Lincoln City?,0
54865,"Who was the away team when the attendance was 7,891?",0
54866,What is the most amount of points for a team before 1983?,1
54867,What team has 4 points and a Chassis of march 82/83c?,0
54868,What engine was used by Curb Motorsports after 1982 that had 11 points?,0
54869,What is the Engine used before 1983?,0
54870,"Name the total number of average for wickets less than 265, runs less than 4564 and matches less than 52",3
54871,"Name the total number of average for wickets more than 537, career of 1899/00-1925/26 and matches less than 211",3
54872,Name the least average with wickets more than 265 and career of 1888/89-1913/14 and matches more than 51,2
54873,Name the total number of matches with wickets less than 537 and career of 1898/99-1919/20 with runs more than 4476,3
54874,Can you tell me the Opponent that has the Series of 4-2?,0
54875,What is the to par of the player with a t4 place and a score of 75-69-74-72=290?,0
54876,Which entrant scored less than 8 points and used a Maserati chassis?,0
54877,"Which entrant, with an Offenhauser L4 engine and a Kurtis Kraft KK500A chassis, scored 9 points before 1955?",0
54878,What type of engine did the Fuel Injection entrant use?,0
54879,What is the average number of points for an Offenhauser L4 engine with a Trevis chassis?,5
54880,What poll had Steve Poizner at 37%?,0
54881,When did Meg Whitman get 60%?,0
54882,How many players were drafted from the Boston Cannons in the round?,4
54883,Which round was a player from the Long Island Lizards drafted in first?,1
54884,Dave Curry has what Nationality?,0
54885,Name the manufacturer with grid of 11,0
54886,Name the manufacturer for grid more than 18 and laps more than 1 with tired/retired of +1 lap,0
54887,Name the laps for suzuki and time/retired of +1:02.804,0
54888,Name the sum of laps for 12 grids,4
54889,Name the most # of total votes with % of popular vote of 32.41% and # of seats won more than 95,1
54890,What was Jack McGrath's finish number in 1954?,0
54891,What place did Jack McGrath start in when he received a qual score of 141.033?,0
54892,What was Jack McGrath's rank in 1955 when he started at 3 and finished at 26?,0
54893,Which pre-season has May 5 of 21?,0
54894,Which March 3 has a Poll of baseball america (top 25)?,0
54895,"Which pre-season has a Mar. 3 of nr, and a Poll of usa today/espn coaches' poll (top 25)?",0
54896,"Who is the opponent on September 9, 1979?",0
54897,What is the sum of the week for the Denver Broncos?,4
54898,"What is the attendance number for December 2, 1979?",4
54899,Name the term in office for liberal and state of sa for ian mclachlan,0
54900,What was the record for July 26?,0
54901,"Played that has a Points of 38, and a B.P. larger than 5 has what sum?",4
54902,"B.P. of 0, and a Pts Agst smaller than 247 has how many total number of played?",3
54903,"Pts Agst of 572, and a Pts For larger than 346 has what total number of position?",3
54904,What is the most number of rounds that the Team from RBR Enterprises and having a Chevrolet Silverado ran?,1
54905,Who was the crew chief for the team from Make Motorsports?,0
54906,Who was the driver for crew chief Nick Carlson?,0
54907,"What is the truck used by Brett Moffitt, from Hattori Racing Enterprises?",0
54908,"Who is the pick with the height of 6'9"" and weighs (lbs) 215?",0
54909,"who is the NBA team for the draft year after 2003 with a height of 6'10"" and home town of st. charles, mo?",0
54910,What was the losing bonus that had 1 draw and a 10 try bonus?,0
54911,How many resulted in draws with 34 tries for?,0
54912,How many tries against were there with 520 points against?,0
54913,How many tries for were there while having 479 points against?,0
54914,How many resulted in a loss with 479 points against?,0
54915,What is the try bonus when there were 58 points?,0
54916,Which opponent has a record of 44-28?,0
54917,"Which opponent has an attendance of 40,560?",0
54918,Which loss was on June 13?,0
54919,What is the attendance that has a record of 43-28?,0
54920,What was the date of the record of 43-28?,0
54921,"Goalsagainst that has a Points of 108, and a Lost smaller than 14 has what average?",5
54922,"Lost of 42, and a Goalsfor larger than 195 contains how many number of games?",3
54923,"Season of 2002–03, and a Lost larger than 14, what is the lowest goals?",2
54924,"Goalsagainst of 285, and a Season of 2006–07, and a Games smaller than 70 has what average points?",5
54925,"Goals for of 288, and Points smaller than 85 what is the highest goals against?",1
54926,What player originally played for the Los Angeles Kings?,0
54927,"What Offer Team has a date of July 29, 1994?",0
54928,What is the Result that has the New York Rangers as the Offer Team and Adam Graves as the Player?,0
54929,"What date has Vancouver Canucks as the original team, Ryan Kesler as the player, and matched as the Result?",0
54930,What was David Backes' Offer Team?,0
54931,What is the result of Chris Gratton and Philadelphia Flyers as the Offer Team?,0
54932,"Which game had an attendance of 5,000 and was away?",5
54933,When was the date in 1786?,0
54934,How low is the Attendance that has an Opponent of devil rays and a Date of may 13?,2
54935,How high is the Attendance with a Record of 29-25?,1
54936,Which Opponent has a lost of wells (6-2)?,0
54937,What is the team 2 with a 0-0 2nd leg?,0
54938,What is the team 1 with a (g14)morolo team 2?,0
54939,"What is the average Total, when the value for Silver is less than 1, when the value for Gold is 0, when the Nation is Switzerland, and when the value for Bronze is 2?",5
54940,"What is the average Total, when the Nation is Sweden, and when the value for Bronze is less than 3?",5
54941,"What is the average value for Gold, when the value for Silver is greater than 2, and when the Nation is West Germany?",5
54942,"What is the value for Gold, when the value for Bronze is less than 0?",3
54943,"Where is the coed school with state authority, a Decile larger than 6 and 26 enrolled?",0
54944,What is the average roll for Fairfield school?,5
54945,Which school has a roll larger than 26 and is located in Fairfield?,0
54946,"how many points are there for a Chassis of porsche 718, and a Year smaller than 1964?",3
54947,"what is the engine that saw 0 points, and a Chassis of porsche 718, in 1961?",0
54948,"what is the engine that saw a Chassis of porsche 718, and 0 points, prior to 1964?",0
54949,Which bronze has a Nation of poland?,0
54950,Which gold has 3 silver and a Total of 5?,0
54951,"Which gold has a Bronze of 1, a Rank of 47, and a Nation of spain?",0
54952,"Which nation has a Silver of 1, a Gold of 0, and a Total of 1?",0
54953,Which bronze has a Rank of 37?,0
54954,"Which silver has a Bronze of 1, a Total of 4, and a Nation of slovakia?",0
54955,What is the Issue Date(s) of Volume:Issue of 32:18-19?,0
54956,Volume:Issue of 32:26-33:5 was how many Weeks on Top?,0
54957,What car had the fewest laps with a qual of 138.750?,2
54958,How many laps were there for the car with a qual of 138.750?,0
54959,"For the car with a qual of 134.288, what was the rank?",0
54960,What was the finishing place for 1953?,0
54961,Tell me the name for commissioned of 30 august 1941 and laid down of 22 september 1939,0
54962,What is the score when there was a Loss of birkbeck (0–3)?,0
54963,Which GPU has the cushaw application?,0
54964,What is the expected speed up of the gpu-hmmer application?,0
54965,Who was the host team at the game at the Cleveland Browns Stadium?,0
54966,What was the final score when the Buffalo Bills were the visiting team?,0
54967,What was the final score when the Denver Broncos were the visiting team?,0
54968,What is the date that a game at the Alltel Stadium had a final score of 6-20?,0
54969,what is the average season when results is less than 2 times in 2nd and more than 6 times in 3rd?,5
54970,How many times was the motorcycle ducati 916 2nd place when wins is less than 7?,4
54971,Who is the champion when the motorcycle is ducati 916 and 2nd place is less than 5?,0
54972,"What Catalog has a label of Alfa records and a date of November 21, 1980?",0
54973,"What catalog has a format of ED remaster CD  and a date of December 19, 2001?",0
54974,What Date has a label of alfa records?,0
54975,"What region has the label of alfa records and the date of January 23, 1987?",0
54976,What date has the format of CD and catalog of alca-274?,0
54977,What date has the format of cd?,0
54978,What is the Decile number for St Mary's Catholic School?,0
54979,Which Authority is set for Hauturu School?,0
54980,What School is in the kio kio area?,0
54981,What race is in the 5th position?,0
54982,What Replica has a race of supersport race 1?,0
54983,What replica has the 5th position?,0
54984,"When a Sigma 7 has a standard byte string, what is the value for the decimal?",0
54985,"What is the value for the byte string when the memory map, decimal, and floating points are all standard and the max memory is smaller than 512?",0
54986,What model has both a standard byte string and floating-point?,0
54987,"On a Sigma 9 with a standard byte string and more than 128 max memory, what is the value of the memory map?",0
54988,"What is the decimal value when the memory map and byte string are standard, and the max memory is 512?",0
54989,Who was the co-driver in the DNF position in the GT1 class?,0
54990,Which co-driver was part of team Martini Lancia earlier than 1986?,0
54991,The Le Mans Porsche team Joest Racing is in which class?,0
54992,Name the build date for total produced of 146,0
54993,Name the model for specification of dl-066,0
54994,Name the power output for model of s-13,0
54995,"What's the worst score for the worst dancer(s) john barnes, with a best score of 36?",0
54996,What's the worst dance of jive dancer(s)?,0
54997,"What's the best score, with the worst dancer(s) gethin jones/kenny logan?",0
54998,What's the best average score with a bad score of 15?,5
54999,What is the name of the opponent that has a record of 66-69?,0
55000,What was Olin Dutra's score?,0
55001,What was Craig Wood's score?,0
55002,What was Paul Runyan's score?,0
55003,What country has a To par of e?,0
55004,What position for the player from villa park high school?,0
55005,What is the total number of medals by the Czech republic?,0
55006,How many gold medals does the country ranked higher than 2 with more than 8 bronze have?,4
55007,"What is the highest rank a country with less than 3 gold, more than 2 silver, and less than 5 total medals has?",1
55008,When is the record 5-4?,0
55009,What is the Genre when the Artist is Prince?,0
55010,"What is the Genre, when the Release-year of first charted record is 1968, and when the Country of origin is United States?",0
55011,Name the builder numbers with RR class of a1 and year less than 1916,0
55012,Name the RR numbers of hudswell clarke and years before 1914,0
55013,What is the To par has the presence of Vijay Singh?,0
55014,How many laps did Dick Rathmann complete when he ranked 14?,0
55015,What was Dick Rathmann's Finish the year he Qualed at 130.928?,0
55016,What is the average total produced when the prime mover is 12-251c?,5
55017,What is the build date when total produced is 2?,0
55018,What is the smallest total produced with a model of M-420?,2
55019,What is the prime mover for a build date in 1975?,0
55020,What model has a total produced more than 5 and a prime move of 12-251c?,0
55021,What was the date of the home Detroit game with a decision of Joseph and a record of 27–13–5–2?,0
55022,What was the score of the home Dallas game that had a decision of Legace?,0
55023,What was the score of the game that had a record of 26–13–4–2 and a decision of Joseph?,0
55024,Who was the visiting team when the record was 28–14–6–2?,0
55025,What are the lowest points that have a Mugen V8 engine and a Reynard 91D chassis?,2
55026,What are the highest points that have a Mugen V8 engine and happened in 1991?,1
55027,How many years did John Player Lotus used Cosworth v8?,4
55028,Who used Eurobrun er189b after 1989?,0
55029,Who used Ford v8 and Jordan 191 after 1990 and got 8 points?,0
55030,"What is the name of the Leftfielder when Davey Lopes was the Second Baseman and first baseman was steve garvey, Shortstop of bill russell eariler than 1977?",0
55031,"What is the name of the shortstop when the Catcher was johnny roseboro, and a Third Baseman of jim lefebvre, and a Second Baseman of nate oliver?",0
55032,Who was the First Baseman when the Shortstop was zoilo versalles?,0
55033,"What is the name of the Leftfielder when the Shortstop was bill russell, and the Second Baseman was steve sax in 1983?",0
55034,What is the earliest year with less than 3 points and Parmalat Forti Ford was the entrant?,2
55035,What is the average Points when equipe ligier gauloises blondes is the entrant?,5
55036,What is the smallest amount of points for parmalat forti ford entrant later than 1995?,2
55037,What is the company that made the chassis for the entrant danka arrows yamaha?,0
55038,What college did Ray Graves attend?,0
55039,What number pick was Bill Athey?,0
55040,What is John Cole's overall pick number?,3
55041,What is the date of the locomotive with a Waterford class?,0
55042,What is the date of the locomotive named Blacklion Glencar?,0
55043,What is the quantity made of the locomotive with a Waterford class?,0
55044,What is the class of the locomotive with a quantity made of 1 and a 0-6-0t type?,0
55045,What is the class of the locomotive with a 0-4-0st type?,0
55046,What is the name of the locomotive with a Glencar class?,0
55047,What country has signed type moving from porto?,0
55048,Which transfer window was moving from borussia dortmund?,0
55049,What is moving from esp with transfer fee of youth system?,0
55050,What is the transfer window in esp with promoted type and more than 2010 ends?,0
55051,Who is the week 12 for the week 2 with Magda Tomek?,0
55052,Who is the week 12 for the week 4 of Gerard Ewelina?,0
55053,Who was the leader in Points when Al Jefferson (7) was the leader in Rebounds?,0
55054,Who was the leader in Steals when Travis Watson (9) was the leader in Rebounds?,0
