,Questions,Category1,type
4533,When did the last Americans leave Vietnam ?,NUM,0
4534,What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown ?,HUM,1
4535,"What group was formed in 1969 after police met resistance from patrons at the Stonewall , a Greenwich Village gay bar ?",HUM,1
4536,Who was Confucius ?,HUM,1
4537,What snack food has ridges ?,ENTY,1
4538,What 's the most popular four-player game of all time ?,ENTY,1
4539,What 's the meaning of the name Tatiana ?,DESC,1
4540,How many people died when the Estonia sank in 1994 ?,NUM,0
4541,What Southern California town is named after a character made famous by Edgar Rice Burroughs ?,LOC,1
4542,How many colors are there in a rainbow ?,NUM,0
4543,What is the habitat of the chickadee ?,LOC,1
4544,What drug is often used to treat AIDS patients ?,ENTY,1
4545,Which of the five senses develops first ?,ENTY,1
4546,Where did the name root beer come from ?,DESC,1
4547,What city 's the kickoff point for climbs of Mount Everest ?,LOC,1
4548,What is the average salary of a paleontologist ?,NUM,0
4549,Where is the largest post office building in the world ?,LOC,1
4550,Who is currently the most popular singer in the world ?,HUM,1
4551,Who was the first animal into space ?,ENTY,1
4552,What is the correct way to mount a roll of toilet paper ?,ENTY,1
4553,What Jules Verne novel features scientists held captive in the submarine Nautilus ?,ENTY,1
4554,Why is Rush 's 2112 called 2112 ?,DESC,1
4555,What 's the state motto of California ?,DESC,1
4556,What function does homeostasis have on the existence of an organism ?,DESC,1
4557,"What company started out making pies , and wound up manufacturing plastic throwing toys ?",HUM,1
4558,What does the acronym CPR mean ?,ABBR,1
4559,The Jewish alphabet is called what ?,ENTY,1
4560,What are the Baltic States ?,DESC,1
4561,How many endangered species are there in the world ?,NUM,0
4562,Which large U.S. city had the highest murder rate for 1988 ?,LOC,1
4563,"Who was the bandleader mentor of Ella Fitzgerald with whom she cowrote `` A_Tisket , A-Tasket '' ?",HUM,1
4564,Who invented basketball ?,HUM,1
4565,How has TV affected our society ?,DESC,1
4566,When was the last major eruption of Mount St. Helens ?,NUM,0
4567,What was the name of Humphrey Bogart 's club in Casablanca ?,HUM,1
4568,What U.S. Government agency registers trademarks ?,HUM,1
4569,What is osmosis ?,DESC,1
4570,What format was the major competition of VHS ?,ENTY,1
4571,What hockey player did Ronald Reagan joke he would swap Texas for ?,HUM,1
4572,What is the world 's deadliest infectious disease ?,ENTY,1
4573,Which infectious disease is the world 's deadliest ?,ENTY,1
4574,"What President was buried at his ancestral home overlooking the Hudson River at Hyde Park , New York ?",HUM,1
4575,How much did the first Barbie doll sell for in 1959 ?,NUM,0
4576,What country was General Douglas McArthur in when he was recalled by President Truman ?,LOC,1
4577,What are the five most popular Usenet groups ?,HUM,1
4578,What are the seven deadly sins ?,DESC,1
4579,"What is the latitude and longitude of El Paso , Texas ?",NUM,0
4580,What does the name Melissa mean ?,DESC,1
4581,What is the nature of snow and how is the formation of snow different from that of ice ?,DESC,1
4582,How many head injuries are there in recreational ice skating each year ?,NUM,0
4583,A normal human pregnancy lasts how many months ?,NUM,0
4584,What kind of sports team is the Buffalo Sabres ?,ENTY,1
4585,What impenetrable system of French fortifications was built along the German frontier before World War II ?,ENTY,1
4586,What are new computer games for Windows 95 or 98 ?,ENTY,1
4587,Who domesticated the wild turkey ?,HUM,1
4588,How can I get someone 's phone number if I only have their screen name ?,DESC,1
4589,What European race sees the winner of its mountain stage awarded a jersey with large red polka dots ?,ENTY,1
4590,What country does Ileana Cotrubas come from ?,LOC,1
4591,What 's the motto of the Boy Scouts ?,DESC,1
4592,What two European countries are joined by the Gran San Bernardo Pass ?,LOC,1
4593,What movie did Steven Spielberg direct in 1975 ?,ENTY,1
4594,What kind of creatures are the Canary Islands named for ?,ENTY,1
4595,What was the name of the US helicopter pilot shot down over North Korea ?,HUM,1
4596,What 's a male `` cuckquean '' ?,DESC,1
4597,"What are the factors leading to the high teen pregnancy rate in Spartanburg , South Carolina ?",DESC,1
4598,"Name the designer of the shoe that spawned millions of plastic imitations , known as ` jellies ' .",HUM,1
4599,What does RCA stand for ?,ABBR,1
4600,Why are ice cream sundaes called sundaes ?,DESC,1
4601,What 's the singular of dice ?,ENTY,1
4602,Who is Olive Oyl 's brother ?,HUM,1
4603,"What 12-hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads ?",ENTY,1
4604,What was the first video ever made ?,ENTY,1
4605,What 's the favorite food of dragonflies ?,ENTY,1
4606,What king boycotted Prince Charles 's wedding ?,HUM,1
4607,What does Nicholas Cage do for a living ?,HUM,1
4608,What was the nickname of model Leslie Hornby ?,HUM,1
4609,Where is the Taj Mahal ?,LOC,1
4610,What 's distinctive about a palmiped 's feet ?,DESC,1
4611,In 139 the papal court was forced to move from Rome to where ?,LOC,1
4612,What is the first day of the week ?,NUM,0
4613,What is goulash ?,DESC,1
4614,What capital is built around Monument Circle which contains soldiers and sailors monument ?,LOC,1
4615,Name the men 's cologne that is associated with the sea .,ENTY,1
4616,How does a parachute work ?,DESC,1
4617,What is the first book of the Old Testament ?,ENTY,1
4618,How many of them are in sub-Saharan Africa ?,NUM,0
4619,"What is the history of Spartacus , the Roman slave and gladiator ?",DESC,1
4620,What famed wall supports the Badaling turret ?,LOC,1
4621,"Who portrayed Fatman in the television show , `` Jake and the Fatman '' ?",HUM,1
4622,What is object-oriented design ?,DESC,1
4623,What does Melissa mean ?,DESC,1
4624,What is form drag ?,DESC,1
4625,Who were John F. Kennedy 's dogs ?,ENTY,1
4626,Where are good science sites on the Internet ?,LOC,1
4627,What woman was Time 's Man of the Year for 1952 ?,HUM,1
4628,What currents affect the area of the Shetland Islands and Orkney Islands in the North Sea ?,DESC,1
4629,Who wrote The Ugly Duckling ?,HUM,1
4630,Who designed London Bridge ?,HUM,1
4631,"How many miles are there between Tel Aviv , Israel and Memphis , Tennessee ?",NUM,0
4632,How many flavors of ice cream does Howard Johnson 's have ?,NUM,0
4633,What weapon did the crossed slits in English castles accommodate ?,ENTY,1
4634,How can I stop or slow down aging ?,DESC,1
4635,Where are the busiest Amtrak rail stations in the U.S. ?,LOC,1
4636,How many freckles does Howdy Doody have on his face ?,NUM,0
4637,"How does Cos Cob , CT get its name ?",DESC,1
4638,Who was considered to be the father of psychology ?,HUM,1
4639,How did Super President gain his powers on the animated series ?,DESC,1
4640,How tall was the animated King Kong ?,NUM,0
4641,What are values ?,DESC,1
4642,What is the population of Japan ?,NUM,0
4643,Name an American made motorcycle .,ENTY,1
4644,Where was the largest concentration camp in World War II ?,LOC,1
4645,How much did Alaska cost when bought from Russia ?,NUM,0
4646,How many events make up the decathlon ?,NUM,0
4647,What causes blue balls ?,DESC,1
4648,What were the first bodies visited by spacecraft ?,LOC,1
4649,Who succeeded Nikita Khrushchev as first secretary of the Communist Party ?,HUM,1
4650,Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?,HUM,1
4651,Name of the lady the Great Gatsby pines for ?,HUM,1
4652,What does a chef coddle eggs in ?,ENTY,1
4653,How many bails are there in a cricket wicket ?,NUM,0
4654,What city was Martin Luther King Jr. assassinated in ?,LOC,1
4655,"What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles ?",HUM,1
4656,Where 's the Bernini-Bristol Hotel ?,LOC,1
4657,Who said `` What contemptible scoundrel stole the cork from my lunch ? '',HUM,1
4658,What is the capital of Kosovo ?,LOC,1
4659,What kind of company is 7-Eleven ?,HUM,1
4660,How many letters appear with the numbers 2 to 9 on a telephone dial ?,NUM,0
4661,What were the first three cities to have a population of more than a million ?,LOC,1
4662,How did the months of the year get there name ?,DESC,1
4663,What scale measures earthquakes ?,ENTY,1
4664,What is a glory hole ?,DESC,1
4665,What kind of education would you need to become an athletic trainer for the NFL ?,ENTY,1
4666,What are the major companies that are part of Dow Jones ?,HUM,1
4667,What college did Joe Namath play football for ?,HUM,1
4668,What was the minimum wage in 1991 ?,NUM,0
4669,What country is the biggest producer of tungsten ?,LOC,1
4670,How does it make its colors ?,DESC,1
4671,What would happen to Canada if Quebec separated ?,DESC,1
4672,When is the Jimmy Buffett concert coming to the E center in Camden NJ ?,NUM,0
4673,What is ` Last Chance for Animals ' ?,DESC,1
4674,What European country abandoned postage stamps in 1923 because printing them cost more than their face value ?,LOC,1
4675,What is the weather like on the moon ?,DESC,1
4676,Who was the 1st U.S. President ?,HUM,1
4677,"What is the main language of Sao Paulo , Brazil ?",ENTY,1
4678,How much did Varian Associates try to sell its vacuum products division to the BOC group for ?,NUM,0
4679,What is the abbreviation of the International Olympic Committee ?,ABBR,1
4680,How many people hike ?,NUM,0
4681,What are boxcars ?,DESC,1
4682,How do I keep cats out of my flower garden for good ?,DESC,1
4683,Who played Maria in the film West Side Story ?,HUM,1
4684,What is a common anti-AIDS drug ?,ENTY,1
4685,Who bestowed great power upon Captain Britain ?,HUM,1
4686,How can you tell when figs are ripe ?,DESC,1
4687,How do I love thee ?,DESC,1
4688,Which type of soda has the greatest amount of caffeine ?,ENTY,1
4689,What nationality is a Sicilian ?,LOC,1
4690,What is the most common boy 's or girl 's name ?,HUM,1
4691,"Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?",HUM,1
4692,What color was the hundred billionth crayon made by Crayola ?,ENTY,1
4693,What soft drink tells us to `` Go Hawaiian '' ?,ENTY,1
4694,How does a hydroelectric dam work ?,DESC,1
4695,What is the oldest building in the United States ?,LOC,1
4696,What is the West Virginia state animal ?,ENTY,1
4697,How many people died on South Carolina highways in 1998 ?,NUM,0
4698,What are binomial coefficients ?,DESC,1
4699,What was The Living Room War ?,DESC,1
4700,What are some translations of the phrase `` Thank-you '' ?,ENTY,1
4701,What is President Nixon 's birthdate ?,NUM,0
4702,What is `` the great American family cereal '' ?,ENTY,1
4703,"What was Suzy Parker doing to earn $1 , 000 in the early 1950 's ?",DESC,1
4704,How many people died in the Vietnam war ?,NUM,0
4705,What year did Montana become a state ?,NUM,0
4706,When was the USSR dissolved ?,NUM,0
4707,Why are there letters on the telephone ? Why are there no Q or Z ?,DESC,1
4708,What Japanese city was once called Edo ?,LOC,1
4709,Who did the Seven Mules block for ?,HUM,1
4710,What is the world 's largest distilling company ?,HUM,1
4711,"What 's the name of the actress who starred in the movie , `` Silence of the Lambs '' ?",HUM,1
4712,Where is one 's corpus callosum found ?,LOC,1
4713,Who did Napolean defeat at Jena and Auerstadt ?,HUM,1
4714,What household products are there for adult acne ?,ENTY,1
4715,What British prime minister and U.S. president were seventh cousins once-removed ?,HUM,1
4716,What is the most expensive car in the world ?,ENTY,1
4717,What is an Angelus ?,DESC,1
4718,How many objects orbit the Earth ?,NUM,0
4719,What was the tragedy that struck the city of Dogtown in 1899 ?,ENTY,1
4720,What 's the oldest capital city in the Americas ?,LOC,1
4721,What Leon Uris novel dealt with the Russian capture of Berlin ?,ENTY,1
4722,"What is the location of Edinburgh , Scotland ?",LOC,1
4723,How many muscles does the average adult use when going for a walk ?,NUM,0
4724,How long do you have to live in a community to vote ?,NUM,0
4725,What was the name of the Titanic 's captain ?,HUM,1
4726,Name of heroine in `` Scruples '' ?,HUM,1
4727,How big is the Chappellet vineyard ?,NUM,0
4728,Jackson Pollock was a native of what country ?,LOC,1
4729,What makes sperm ?,DESC,1
4730,How do I know how much money to save for retirement ?,DESC,1
4731,What does the dot on the letter i mean ?,DESC,1
4732,Who wrote The Godfather ?,HUM,1
4733,What is the origin of the term soda jerk ?,DESC,1
4734,What is the frequency of VHF ?,NUM,0
4735,What sport does Chris Jogis play ?,ENTY,1
4736,What island was the target of the U.S. 's Operation Urgent Fury ?,LOC,1
4737,What is a fear of robbers ?,ENTY,1
4738,What Nevil Shute novel is about the doomed survivors of a nuclear war ?,ENTY,1
4739,What is the cause of endangered species ?,DESC,1
4740,Which of the following TV newsmen was a Rhodes scholar ?,HUM,1
4741,What did Warlock wear on his forehead in Marvel comics ?,ENTY,1
4742,What is the softest part of the body ?,ENTY,1
4743,What six-foot temperance advocate wielded her hatchet on saloons ?,HUM,1
4744,How many islands does Fiji have ?,NUM,0
4745,What line divided the North and South in the U.S. Civil War ?,ENTY,1
4746,What is the definition of cecum ?,DESC,1
4747,Who invented volleyball ?,HUM,1
4748,What 's the most powerful country in the world ?,LOC,1
4749,How do I do this ?,DESC,1
4750,Name a ballet company Mikhail Baryshnikov has danced for ?,HUM,1
4751,Who led the Normans to victory in the Battle of Hastings ?,HUM,1
4752,What is the origin of the word `` Teddy bear '' ?,DESC,1
4753,What percentage of the world 's plant and animal species can be found in the Amazon forests ?,NUM,0
4754,"What 's the name of the star of the cooking show , `` Galloping Gourmet '' ?",HUM,1
4755,Who invented the horoscope ?,HUM,1
4756,What nutrients are for healthy bones and teeth ?,ENTY,1
4757,What are Fortune 500 companies ?,DESC,1
4758,What is the difference between ninjitsu and kung fu ?,DESC,1
4759,What king was forced to agree to the Magna Carta ?,HUM,1
4760,How many electoral college votes does Colorado have ?,NUM,0
4761,What were Babe Ruth 's Christian names ?,HUM,1
4762,How many bottles of wine were prisoners in the Bastille allowed per day ?,NUM,0
4763,Where do lobsters like to live ?,LOC,1
4764,"Who was the first elected mayor of Washington , D.C. ?",HUM,1
4765,What are the wolverine habits ?,ENTY,1
4766,How do you fix squeaky floors ?,DESC,1
4767,When was the Big Thompson flood ?,NUM,0
4768,What good are mosquitoes ?,DESC,1
4769,How do you get bubblegum out of carpet ?,DESC,1
4770,"What 's played at Wembley Stadium , London , every May ?",ENTY,1
4771,"Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?",HUM,1
4772,How many hours of work does it take a typist to complete a 100-page screenplay ?,NUM,0
4773,What is Alice Cooper 's real name ?,HUM,1
4774,What is the Peloponnesian League ?,DESC,1
4775,What two cities usually mark the extremes of English Channel swims ?,LOC,1
4776,How many times does the tide ebb and flow each day ?,NUM,0
4777,Who invented television ?,HUM,1
4778,What are tannins ?,DESC,1
4779,How does General Mills manufacture Cheerios ?,DESC,1
4780,What was Jimmy Durante 's theme song ?,ENTY,1
4781,Name the person who burst through the screen in the Lite beer commercials .,HUM,1
4782,What delicacy is known indelicately as pickled roe ?,ENTY,1
4783,What after-dinner treat was invented in 1916 at the George Jung noodle factory in Los Angeles ?,ENTY,1
4784,What U.S. vice-president killed Alexander Hamilton in a duel ?,HUM,1
4785,What 's the Fahrenheit equivalent of zero degrees centigrade ?,NUM,0
4786,How many muscles does an oyster have ?,NUM,0
4787,"What card game derived its name from biritch , or Russian Whist ?",ENTY,1
4788,Who wrote `` Much Ado About Nothing '' ?,HUM,1
4789,What is the collective noun for geese ?,ENTY,1
4790,What personality traits are Capricorns said to have ?,DESC,1
4791,Where can I get information concerning child custody files for the State of Utah ?,LOC,1
4792,What was John F. Kennedy 's 1960 campaign song ?,ENTY,1
4793,What Louisiana Senator won a seat that had been held by his father and mother ?,HUM,1
4794,What hymn did John Steinbeck get his title The Grapes of Wrath from ?,ENTY,1
4795,What invention does the principle of conservation of energy make impossible ?,ENTY,1
4796,What 's the highest-ranking suit in bridge ?,ENTY,1
4797,Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire ?,HUM,1
4798,What writer is famous for physically putting himself into the center of his subject matter ?,HUM,1
4799,Who 's the lead singer of the Led Zeppelin band ?,HUM,1
4800,"In Dana 's `` Two Years Before the Mast , '' what seafarers lived in an abandoned oven on the beach at San Diego ?",HUM,1
4801,Who plays the cop in the movie `` Kindergarten Cop '' ?,HUM,1
4802,How many characters makes up a word for typing test purposes ?,NUM,0
4803,What non-mechanical sport achieves the highest speeds ?,ENTY,1
4804,What was the 1940 annual salary for a boilermaker ?,NUM,0
4805,"Who created Billy Pilgrim , a survivor of the Dresden firestorm ?",HUM,1
4806,"What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees ?",ENTY,1
4807,What country saw the origin of the Asian Flu ?,LOC,1
4808,Who is the richest woman in the world ?,HUM,1
4809,Where can I take a test that will tell me what I should be when I grow up ?,LOC,1
4810,What caused the death of Bob Marley ?,DESC,1
4811,"What 's Mrs. Bridges 's job on TV 's Upstairs , Downstairs ?",HUM,1
4812,What daily newspaper will `` help you see clearer across the USA '' ?,ENTY,1
4813,What lake in Scotland is said to hold one or more monsters ?,LOC,1
4814,Who were the 1974 Oscar winners ?,HUM,1
4815,What kind of business is 7-Eleven ?,HUM,1
4816,What is Sinn Fein ?,DESC,1
4817,"What is the name of the rare neurological disease with symptoms such as : involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc. ?",ENTY,1
4818,What do river otters eat ?,ENTY,1
4819,"Who wrote the book , `` Huckleberry Finn '' ?",HUM,1
4820,Who would you use the Heimlich maneuver on ?,HUM,1
4821,What famed library can you reach by dialing 22-287-5 ?,LOC,1
4822,What five-time winner of the Kentucky Derby lost his first 25 races ?,ENTY,1
4823,What did Vasco da Gama discover ?,ENTY,1
4824,What is Megan 's law ?,DESC,1
4825,Where can I get a complete listing of showtimes in my area ?,LOC,1
4826,Where 's Montenegro ?,LOC,1
4827,What is usenet for the Internet ?,DESC,1
4828,What are field effect transistors ?,DESC,1
4829,What was the killer whale who died at Sea World of a fungal infection named ?,ENTY,1
4830,What is witch hazel ?,DESC,1
4831,What is state tree of Nebraska ?,ENTY,1
4832,Where is Glasgow ?,LOC,1
4833,Why is Chicago named Chicago ?,DESC,1
4834,What three colors of ink are used to print a U.S. dollar bill ?,ENTY,1
4835,What exactly is the purpose of the anteater ?,DESC,1
4836,What is the correct way to use `` may '' vs. `` might '' ?,ENTY,1
4837,What North American city boasts the biggest Polish population ?,LOC,1
4838,"What radio , TV and movie character did Jackie Gleason and William Bendix play ?",HUM,1
4839,"Where is it planned to berth the merchant ship , Lane Victory , which Merchant Marine veterans are converting into a floating museum ?",LOC,1
4840,What does a pedometer measure ?,ENTY,1
4841,What is Maurizio Pellegrin 's age ?,NUM,0
4842,How many thousands of students attend the University of Massachusetts ?,NUM,0
4843,Name the U.S. Senate majority leader and the Speaker of the House .,HUM,1
4844,What name did football 's New York Titans adopt in 1963 ?,HUM,1
4845,What female suspect in the game of Clue is single ?,HUM,1
4846,Who owns CNN ?,HUM,1
4847,About how many Americans are still unaccounted for from the Vietnam war ?,NUM,0
4848,What is the chemical reactivity of neon ?,NUM,0
4849,What is an auto-commentary ?,DESC,1
4850,What is the oldest website on the Internet ?,LOC,1
4851,What is deconstructionism ?,DESC,1
4852,What did Lenny Bruce say that got him arrested ?,DESC,1
4853,What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy 's World ?,ENTY,1
4854,What is a fear of speaking ?,ENTY,1
4855,What was Hitler 's favorite movie ?,ENTY,1
4856,Why do airliners crash vs. gliding down ?,DESC,1
4857,What are those little blue reflectors in the middle of the road for ?,DESC,1
4858,"What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?",HUM,1
4859,How is saline used in medicine ?,DESC,1
4860,"What is the name of the ` female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?",ENTY,1
4861,"What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?",ENTY,1
4862,What country are you visiting if you land at President Duvalier Airport ?,LOC,1
4863,What attorney-general ordered the closing of Alcatraz ?,HUM,1
4864,What is the capital of Congo ?,LOC,1
4865,What is the text of the Fifth Amendment ?,DESC,1
4866,What is a country that starts with the letter x ?,LOC,1
4867,What countries earn the most from tourism ?,LOC,1
4868,What is the Internet2 ?,DESC,1
4869,Which city in China has the largest number of foreign financial companies ?,LOC,1
4870,When are the Oscars Academy Awards in 1999 ?,NUM,0
4871,Who was the prophet of the Jewish people ?,HUM,1
4872,What is the most common name ?,HUM,1
4873,Who was the oldest U.S. president ?,HUM,1
4874,"What common plant has a button , cap , cup , gills , and ring ?",ENTY,1
4875,When was Dubai 's first concrete house built ?,NUM,0
4876,What is the Milky Way ?,DESC,1
4877,What is Remembrance Day all about ?,DESC,1
4878,What food did Marco Polo introduce into Italy from the court of Kubla Khan ?,ENTY,1
4879,What diamond producer controls about 80% of the world 's diamonds ?,HUM,1
4880,Who is the prophet of the religion of Islam ?,HUM,1
4881,Who portrayed Maggio in the film From Here to Eternity ?,HUM,1
4882,Where are zebras most likely found ?,LOC,1
4883,What are the odds of giving birth to twins ?,NUM,0
4884,"What is the best place to live in the world , considering climate , civilization ?",LOC,1
4885,What is meant by `` capital market '' ?,DESC,1
4886,"In My Antonia , how is Mr. Shimerda out of place on the farm ?",DESC,1
4887,What ship did Lloyd M. Bucher command ?,ENTY,1
4888,Name a medicine commonly used to combat AIDS ?,ENTY,1
4889,What is the difference between hair and fur ?,DESC,1
4890,What is the difference between love and infatuation ?,DESC,1
4891,Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .,HUM,1
4892,What foods contain vitamin B12 ?,ENTY,1
4893,What is the amount of money owed for illegally having a dog on a beach ?,NUM,0
4894,What are the first and last letters of the Greek alphabet ?,ENTY,1
4895,What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?,LOC,1
4896,How big is the largest diamond ?,NUM,0
4897,What are some ways to help someone with Chicken Pox ?,ENTY,1
4898,How do I find out the exact time of a sunset for a particular day ?,DESC,1
4899,When did the original Howdy Doody show go off the air ?,NUM,0
4900,How many languages are there in the world ?,NUM,0
4901,Who was Picasso ?,HUM,1
4902,Who were the only two bald U.S. Presidents ?,HUM,1
4903,Which member of Charlie 's Angels sang vocals for Josie and the Pussycats ?,HUM,1
4904,What river flows past the Temple of Karnak ?,LOC,1
4905,What comedian was The Perfect Fool ?,HUM,1
4906,What are the benefits of a rowing machine ?,DESC,1
4907,Where do you find information about the Queensland National Competition Policy,LOC,1
4908,What 's a `` coup de poing '' to a French boxer ?,DESC,1
4909,What 's the difference between carelessness and carefreeness ?,DESC,1
4910,What is the Islamic counterpart to the Red Cross ?,ENTY,1
4911,Why does tuberculosis afflict people ?,DESC,1
4912,Who loved Flash Gordon besides Dale ?,HUM,1
4913,What is tyvek ?,DESC,1
4914,What do humans catch zoonose diseases from ?,ENTY,1
4915,How did Asia get its name ?,DESC,1
4916,What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?,ENTY,1
4917,Where can I get information on the original 13 US colonies ?,LOC,1
4918,For what disease is the drug Sinemet used as a treatment ?,ENTY,1
4919,What are three ways in which wind is created on the earth ?,ENTY,1
4920,What gender is not allowed to vote in Kuwait ?,ENTY,1
4921,How many inches over six feet is Tom Selleck ?,NUM,0
4922,What is the name of the disease that actress Hunter Tylo 's baby girl has ?,ENTY,1
4923,Who 's the only president buried in Washington,HUM,1
4924,How much could you rent a Volkswagen bug for in 1966 ?,NUM,0
4925,Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?,HUM,1
4926,"What is the mean income of the top 10% , top 5% , and top 1% ?",NUM,0
4927,What North American city sprouts the most parking meters ?,LOC,1
4928,What is the largest and most expensive freeway construction project in the U.S. right now ?,LOC,1
4929,What can I do to get into an Ivy League school ?,DESC,1
4930,What film did Louise Fletcher win the best actress Oscar for ?,ENTY,1
4931,Where did Gulliver find a race of tiny people ?,LOC,1
4932,"What 1950 film won seven Oscars , including best picture ?",ENTY,1
4933,How much stronger is the new vitreous carbon material invented by the Tokyo Institute of Technology compared with the material made from cellulose ?,NUM,0
4934,How much do tuberculosis combatting drugs cost ?,NUM,0
4935,President Bush compared Saddam Hussein to whom ?,HUM,1
4936,What 's the name of Pittsburgh 's baseball team ?,HUM,1
4937,What Shakespeare play opens with the line : `` Now is the winter of our discontent.. . '' ?,ENTY,1
4938,"What TV comedian worked with White Fang , Black Tooth and Pookie the Lion ?",HUM,1
4939,Who created the character James Bond ?,HUM,1
4940,What type of exercise burns the most calories ?,ENTY,1
4941,What is `` the only cigarette made with no leftovers '' ?,DESC,1
4942,Where did the Japanese Imperial Forces surrender to end WWII ?,LOC,1
4943,What is Mikhail Gorbachev 's middle initial ?,ABBR,1
4944,How many rows of whiskers does a cat have ?,NUM,0
4945,What British general surrendered to the colonial army at Saratoga ?,HUM,1
4946,"How can people from Ireland come to the U.S. , work , and then return to Ireland ?",DESC,1
4947,"What product 's ads claim that it `` eliminates odors , kills household germs , mold , and mildew '' ?",ENTY,1
4948,What is the world population as of today ?,NUM,0
4949,What is the history of Buffalo chicken wings ?,DESC,1
4950,What is humidity ?,DESC,1
4951,"What kind of creatures are black , yellow , and brown bullheads ?",ENTY,1
4952,What city would you be in if you were feeding the pigeons in the Piazza San Marco ?,LOC,1
4953,What artist 's studio was the Bateau-Lavoir in Montmartre ?,HUM,1
4954,What is the name of the planet that the Ewoks live on ?,LOC,1
4955,How many words are there in the Spanish language ?,NUM,0
4956,Where is there information on the novel `` El Cid '' ?,LOC,1
4957,What is the chemical formula for napalm ?,ENTY,1
4958,What is yohimbine ?,DESC,1
4959,What is `` Chicago Hope '' ?,DESC,1
4960,How many members of a family could be drafted in the U.S. military during World War II ?,NUM,0
4961,"Who wrote the song , `` Silent Night '' ?",HUM,1
4962,What company is the largest Japanese ship builder ?,HUM,1
4963,What does the `` blue ribbon '' stand for ?,ABBR,1
4964,What is the average date when most malls begin putting up Christmas holiday decorations ?,NUM,0
4965,How many characters are in the Chinese alphabet ?,NUM,0
4966,Where is Burma ?,LOC,1
4967,Who wrote The Collector ?,HUM,1
4968,Which major diamond producer is based in South Africa ?,HUM,1
4969,Who was Samuel Johnsons 's friend and biographer ?,HUM,1
4970,What kind of women gave Sigmund Freud erotic dreams ?,HUM,1
4971,What are the Cleveland Indians also called ?,ENTY,1
4972,What commodity 's shortage was the largest single factor in keeping North American cars off the roads during World War II ?,ENTY,1
4973,How many hummingbird eggs could fit in one ostrich egg ?,NUM,0
4974,"Who wrote the bestselling Missionary Travels and Researches in South Africa , published in 1857 ?",HUM,1
4975,Who played the father on `` Charles in Charge '' ?,HUM,1
4976,What is the gestation period for human pregnancies ?,NUM,0
4977,Where did the name Daniel originate ?,LOC,1
4978,What are common methods used to regulate monopolies ?,ENTY,1
4979,What category does the color pink denote in the Trivial Pursuit Baby Boomer Edition ?,DESC,1
4980,How long does the average domesticated ferret live ?,NUM,0
4981,Name the Islamic counterpart to the Red Cross .,ENTY,1
4982,What are the historical trials following World War II called ?,ENTY,1
4983,What states do not have state income tax ?,LOC,1
4984,What city has the two steepest streets in the U.S. ?,LOC,1
4985,What is Margaret Thatcher known for ?,DESC,1
4986,Name the country of giants twelve times the size of man in `` Gulliver 's Travels . '',LOC,1
4987,What 's men 's par on a 455-yard golf hole ?,NUM,0
4988,What four elements make up 90 percent of the human body ?,ENTY,1
4989,How many countries are there ?,NUM,0
4990,Where does most of the marijuana entering the United States come from ?,LOC,1
4991,Stuart Hamblen is considered to be the first singing cowboy of which medium ?,ENTY,1
4992,What is Steve Rogers 's profession when he 's not Captain America ?,HUM,1
4993,What is the most common cancer ?,ENTY,1
4994,Who are the top 10 richest people in the world ?,HUM,1
4995,How do I contact Answers.com direct ?,DESC,1
4996,What causes a person to have constantly sweaty hands and feet ?,DESC,1
4997,What happened to Answers.com ?,DESC,1
4998,What is the spectrum of a sine wave ?,DESC,1
4999,What ethnic group introduced the idea of potlatch ?,HUM,1
5000,What is a person 's socioeconomic position ?,DESC,1
5001,What do you say to a friend who ignores you for other friends ?,DESC,1
5002,How many yards are in 1 mile ?,NUM,0
5003,What actor was the first man to appear on the cover of McCall 's ?,HUM,1
5004,"What does R.E.M. stand for , as in the rock group R.E.M. ?",ABBR,1
5005,What Cruise Line does Kathie Lee Gifford advertise for ?,HUM,1
5006,What does the name Jenna mean ?,DESC,1
5007,Why do girls have to wear training bras ?,DESC,1
5008,When was the first successful heart transplant for a human ?,NUM,0
5009,How did Edith Bunker die ?,DESC,1
5010,"What country boasts Cawdor Castle , Glamis Castle , and Blair Castle ?",LOC,1
5011,Define Spumante .,DESC,1
5012,What does pH stand for ?,ABBR,1
5013,What country is Mount Everest in ?,LOC,1
